"No","Id","Name","Status","Id","GUID","Name","Cron","Domain","Status","Account","Id","Profile Id","Data Pull","Id","Data Pull","Id","Data Pull","Id","Data Pull"
"602","602e240dc2954e001e38c888","Pine Tree",0,"602e2428c2954e001e38c8c5","51720477","Pine Tree Lincoln Woodbridge","pinetreelincolnwoodbridge","pinetreelincolnwoodbridge.com",1,"false","UA-124252380-20","","","249-967-3278","Yes","2180879532180698","Yes","",""
"594","602e269dc2954e001e38ce76","Performance Auto Group",1,"602e269fc2954e001e38ce78","51720473","Performance Lincoln Bountiful","performancelincolnbountiful","performancelincolnbountiful.com",1,"smediaanalytic","UA-122092463-28","198855942","Yes","997-771-1111","Yes","901593956927407","Yes","156002908","Yes"
"70","602e2bc2c2954e001e38d9ab","AutoFlyte",0,"602e2bc4c2954e001e38d9ad","51720472","Performance Honda","performancehondastorecom","performancehondastore.com",1,"false","UA-179984697-88","","","","","","","",""
"595","602e269dc2954e001e38ce76","Performance Auto Group",1,"602e2b74c2954e001e38d906","51720468","Performance Ford Truck Country","performancefordtrucklandcom","performancefordtruckcountry.com",1,"false","UA-179984697-31","","","356-784-1045","Yes","452389309486971","Yes","",""
"581","602e2ab0c2954e001e38d773","Ottobot Motors",0,"602e2ab3c2954e001e38d775","51720049","Ottobot Motors","ottobotmotorscom","ottobotmotors.com",1,"false","UA-171699954-9","","","153-011-9309","Yes","321589962200692","Yes","",""
"82","602e19b5c2954e001e378391","Bannister",1,"602e2b42c2954e001e38d8a1","51718846","Okanagan Drives","okanagandrivescom","okanagandrives.com",1,"false","UA-179984697-16","","","716-597-9862","Yes","1221771168186184","Yes","",""
"562","602e19f3c2954e001e3783cd","Nott Autocorp (Winnipeg Used Cars)",0,"602e19f8c2954e001e3783cf","51718841","Nott Autocorp (Winnipeg Used Cars)","winnipegusedcars","nott.ca",1,"marshalsmedia","UA-42553815-29","122252021","Yes","960-867-0486","Yes","","","",""
"555","602e233ac2954e001e38c6a2","North Bay Auto Group",1,"602e25bcc2954e001e38cc7d","51718835","North Bay Mitsubishi","northbaymitsubishi","northbaymitsubishi.ca",1,"false","UA-122092463-23","","","123-221-9009","Yes","1705837376233090","Yes","",""
"553","602e2a8ac2954e001e38d721","North Battleford Hyundai",0,"602e2a8cc2954e001e38d723","51718823","North Battleford Hyundai","northbattlefordhyundaicom","northbattlefordhyundai.com",1,"smediaanalytic","UA-169324917-26","221598736","Yes","697-235-1484","Yes","551394662198660","Yes","",""
"95","61434dafdd30fec4d7ca7ffa","Beardmore Group",1,"61434d41dd30fec4d7ca7c19","51718810","Beardmore Chevrolet","beardmorechevycom","beardmorechevy.com",1,"false","UA-169324917-19","","","","","","","",""
"94","61434dafdd30fec4d7ca7ffa","Beardmore Group",1,"61434db1dd30fec4d7ca7fff","51718809","Beardmore Hyundai","beardmorehyundaicom","beardmorehyundai.com",1,"false","UA-171699954-91","","","","","","","",""
"549","602e25edc2954e001e38ccf2","Nipawin Chrysler Dodge",0,"602e25efc2954e001e38ccf4","51718808","Nipawin Chrysler Dodge","nipawinchrysler","nipawinchrysler.com",1,"false","UA-140422192-18","","","","","307549266837418","Yes","",""
"539","602e234ac2954e001e38c6c3","Nelson",1,"602e2354c2954e001e38c6db","51718802","Nelson Kia","kiasbynelson","kiasbynelson.com",1,"false","UA-111241337-38","","","487-231-1950","Yes","1595354133835877","Yes","156003420","Yes"
"540","602e234ac2954e001e38c6c3","Nelson",1,"602e235cc2954e001e38c6ef","51718801","Nelson Ford","nelsonsford","nelsonsford.com",1,"false","UA-111241337-39","","","240-862-3119","Yes","1595349930502964","Yes","156003422","Yes"
"515","602e2640c2954e001e38cdb1","Morrie's",0,"602e278bc2954e001e38d083","51718797","Morries VW of La Crosse","vwlacrosse","vwlacrosse.com",1,"false","UA-147963671-14","","","637-112-0523","Yes","2149124761987045","Yes","",""
"516","602e2640c2954e001e38cdb1","Morrie's",0,"602e2952c2954e001e38d469","51718795","West Bend Honda","morrieswestbendhondacom","morrieswestbendhonda.com",1,"false","UA-147963671-16","","","532-585-5715","Yes","354992555247556","Yes","",""
"511","602e2640c2954e001e38cdb1","Morrie's",0,"602e2775c2954e001e38d051","51718791","Morries West End Lincoln","westendlincoln","westendlincoln.com",1,"false","UA-147963671-8","","","874-468-6933","Yes","1951151238451066","Yes","",""
"505","602e2640c2954e001e38cdb1","Morrie's",0,"602e275dc2954e001e38d016","51718787","Morries Ultra Luxury Auto","morriesluxuryauto","morriesluxuryauto.com",1,"false","UA-147963671-1","","","288-576-4958","Yes","1855174151382109","Yes","",""
"507","602e2640c2954e001e38cdb1","Morrie's",0,"602e2765c2954e001e38d02a","51718782","Morries Golden Valley Cadillac","goldenvalley_cadillac","goldenvalley-cadillac.com",1,"false","UA-147963671-3","","","643-409-9448","Yes","1854792034753654","Yes","156004268","Yes"
"513","602e2640c2954e001e38cdb1","Morrie's",0,"602e2782c2954e001e38d071","51718781","Brooklyn Park Subaru","brooklynparksubaru","brooklynparksubaru.com",1,"false","UA-147963671-12","","","738-819-9664","Yes","1855173898048801","Yes","",""
"503","602e2640c2954e001e38cdb1","Morrie's",0,"602e27f0c2954e001e38d164","51718780","Morries Group","morries","morries.com",1,"false","UA-148906878-16","","","905-178-6164","Yes","312464652766663","Yes","",""
"506","602e2640c2954e001e38cdb1","Morrie's",0,"602e2761c2954e001e38d020","51718779","Morries Audi La Crosse","audilacrosse","audilacrosse.com",1,"false","UA-147963671-2","","","250-429-6800","Yes","2149124761987045","Yes","",""
"242","602e245ac2954e001e38c939","Dilawri",1,"602e28b5c2954e001e38d307","51718775","MINI Calgary","minicalgaryca","minicalgary.ca",1,"false","UA-156597236-4","","","","","540706546105057","Yes","",""
"148","602e22bec2954e001e38c573","Canada Auto One Group",0,"602e2375c2954e001e38c72e","51718767","Maclin Ford","maclinfordcalgary","maclinfordcalgary.com",1,"coaganalytics","UA-76222286-1","168812135","Yes","893-810-9162","Yes","1650144541690169","Yes","",""
"418","602e279dc2954e001e38d0ae","Lia",0,"602e29a4c2954e001e38d523","51718758","Lia Volkswagen","liavwcom","liavw.com",1,"smediaanalytic","UA-159081726-26","212950717","Yes","","","","","",""
"417","602e279dc2954e001e38d0ae","Lia",0,"602e29a0c2954e001e38d519","51718754","Lia Toyota of Colonie","liatoyotaofcoloniecom","liatoyotaofcolonie.com",1,"smediaanalytic","UA-159081726-25","212939527","Yes","439-069-3144","Yes","","","",""
"416","602e279dc2954e001e38d0ae","Lia",0,"602e299cc2954e001e38d510","51718752","Lia Nissan of Glen Falls","lianissangfcom","lianissangf.com",1,"smediaanalytic","UA-159081726-24","212939036","Yes","","","","","",""
"408","602e279dc2954e001e38d0ae","Lia",0,"602e292fc2954e001e38d41c","51718714","Lia Honda of Kingston","liahondaofkingstoncom","liahondaofkingston.com",1,"smediaanalytic","UA-157545294-34","211703639","Yes","","","","","",""
"406","602e279dc2954e001e38d0ae","Lia",0,"602e2927c2954e001e38d40a","51718713","Lia Honda of Brewster","brewsterhondacom","brewsterhonda.com",1,"smediaanalytic","UA-157545294-33","211749443","Yes","","","","","",""
"376","5fb6cfe24a7927001d9f8c64","Knight Group",1,"602e2a46c2954e001e38d68b","51718712","Langley Toyota","langleytoyotacom","langleytoyota.com",1,"false","UA-167380325-7","","","613-876-2811","Yes","719299002002069","Yes","",""
"370","5fb6cfe24a7927001d9f8c64","Knight Group",1,"5fb6c80994138d001dfde5e2","51718704","Knight Nissan","knightnissan","knightnissan.ca",1,"smediawebmastertool","UA-84717301-1","194375340","Yes","116-175-7758","Yes","1133642050007090","Yes","156002892","Yes"
"379","5fb6cfe24a7927001d9f8c64","Knight Group",1,"602e2523c2954e001e38cb17","51718500","knight lincoln","knightlincoln","knightlincoln.ca",1,"false","UA-135694917-1","","","","","","","156003061","Yes"
"373","5fb6cfe24a7927001d9f8c64","Knight Group",1,"5fb6c82994138d001dfde605","51718498","Knight Dodge Swift Current","knightdodge","knightdodge.ca",1,"smediawebmastertool","UA-84678359-1","194384265","Yes","334-112-9298","Yes","1133642136673748","Yes","156002891","Yes"
"367","602e25a2c2954e001e38cc3f","Kirksville Toyota",0,"602e25a4c2954e001e38cc41","51718283","Kirksville Toyota","kirksvilletoyota","kirksvilletoyota.com",1,"false","UA-137985131-34","","","","","","","",""
"344","602e253fc2954e001e38cb5f","Jones Auto Group",0,"602e260fc2954e001e38cd3f","51718281","Jones Ford Wickenburg","jonesfordwickenburg","jonesfordwickenburg.com",1,"false","UA-140422192-42","","","","","392317201357569","Yes","",""
"81","602e19b5c2954e001e378391","Bannister",1,"602e27f4c2954e001e38d16e","51717960","Grande Prairie Honda","grandeprairiehonda","gphonda.ca",1,"false","UA-148906878-22","","","703-478-1944","Yes","1014060285691668","Yes","",""
"522","602e268bc2954e001e38ce50","Move Metal Agency",0,"602e2893c2954e001e38d2c4","51636974","Yorkdale Ford","yorkdalefordcom","yorkdaleford.com",0,"","","","","","","","","",""
"134","602e2387c2954e001e38c75d","CBC Automotive Marketing Group",0,"602e23bbc2954e001e38c7d0","51636965","Lee Chrysler Dodge Jeep Ram","leechryslerdodgeramjeep","leechryslerdodgeramjeep.com",0,"false","UA-113480963-47","","","","","219464489332325","Yes","",""
"632","5fc87c12aec401001d0dbb6a","Rock Country GM",0,"5fc87c1baec401001d0dbb6c","51636942","Rock Country GM","rockcountrygm","rockcountrygm.ca",1,"smediawebmastertool","UA-113480963-29","171574956","Yes","402-168-6552","Yes","1643820355655921","Yes","",""
"545","602e234ac2954e001e38c6c3","Nelson",1,"602e2360c2954e001e38c6fa","51636940","Nelson Mazda","mazdasbynelson","mazdasbynelson.com",1,"smediawebmastertool","UA-111241337-45","168481102","Yes","","","1595335013837789","Yes","",""
"133","602e2387c2954e001e38c75d","CBC Automotive Marketing Group",0,"602e2389c2954e001e38c75f","51636910","Pat Milliken Ford","patmillikenford","patmillikenford.com",0,"false","UA-50961154-2","","","","","","","",""
"180","602e2535c2954e001e38cb45","Chatlead",0,"602e2aefc2954e001e38d7f8","51636909","Top Notch Marine","topnotchmarinecom","topnotchmarine.com",0,"","","","","","","","","",""
"176","602e2535c2954e001e38cb45","Chatlead",0,"602e2876c2954e001e38d28a","51636908","Tilbury Chrysler","tilburychryslercom","tilburychrysler.com",0,"","","","","","","","","",""
"179","602e2535c2954e001e38cb45","Chatlead",0,"602e2a9ac2954e001e38d743","51636907","Orillia Motor Sports","orilliamotorsportscom","orilliamotorsports.com",0,"","","","","","","","","",""
"175","602e2535c2954e001e38cb45","Chatlead",0,"602e2872c2954e001e38d283","51636906","Orillia Hyundai","orilliahyundaicom","orilliahyundai.com",0,"","","","","","","","","",""
"174","602e2535c2954e001e38cb45","Chatlead",0,"602e286ec2954e001e38d27c","51636904","Northstar Ford Calgary","northstarfordsalescalgaryca","northstarfordsalescalgary.ca",0,"","","","","","","","","",""
"385","602e2b36c2954e001e38d88c","Laking Toyota",0,"602e2b38c2954e001e38d88e","51636903","Laking Toyota","lakingtoyotacom","lakingtoyota.com",0,"","","","","","","","","",""
"177","602e2535c2954e001e38cb45","Chatlead",0,"602e296ec2954e001e38d4a7","51636902","Buddy Gregg RV","buddygreggcom","buddygregg.com",0,"","","","","","","","","",""
"8","602e1533c2954e001e378368","Alfa Romeo of South Western Ontario",0,"602e1538c2954e001e37836a","51636901","Alfa Romeo of South Western Ontario","alfaromeoofsouthwesternontario","alfawindsor.ca",0,"","","","","637-451-7779","Yes","1122279861143309","Yes","",""
"72","602e2bc2c2954e001e38d9ab","AutoFlyte",0,"602e2bd2c2954e001e38d9c8","51636899","Performance CDJR of Centerville","performancechryslerjeepcentervillecom","performancechryslerjeepcenterville.com",0,"false","UA-179984697-93","","","","","","","",""
"33","602e2183c2954e001e38c25e","Auto Canada",0,"602e2b81c2954e001e38d922","51636891","Parkland Dodge","parklanddodgecom","parklanddodge.com",0,"false","UA-179984697-41","","","","","","","",""
"25","602e2183c2954e001e38c25e","Auto Canada",0,"602e2392c2954e001e38c773","51636888","St. James VW","stjamesvw","stjamesvw.ca",0,"false","UA-107116176-19","","","","","","","",""
"32","602e2183c2954e001e38c25e","Auto Canada",0,"602e2b78c2954e001e38d910","51636883","Grande Prairie Hyundai","gphyundaicom","gphyundai.com",0,"false","UA-179984697-39","","","","","","","",""
"34","602e2183c2954e001e38c25e","Auto Canada",0,"602e2b85c2954e001e38d929","51636880","Courtesy Chrysler","courtesychryslercom","courtesychrysler.com",0,"false","UA-179984697-42","","","","","","","",""
"608","61434f0cdd30fec4d7ca9886","Preston GM",1,"61434f0edd30fec4d7ca988b","51636878","Preston Cadillac","prestoncadillaclangleycom","prestoncadillaclangley.com",1,"","","","","860-920-8642","Yes","738492426800366","Yes","",""
"235","602e27d2c2954e001e38d11c","Diesel Agency",0,"5e8f845a2e707f652036bed2","51636872","Barker Mitsubishi","barkermitsubishi","barkermitsubishi.com",0,"","","","","","","2402720633320598","Yes","",""
"113","602e2301c2954e001e38c613","Boundary",0,"602e2303c2954e001e38c615","51636871","Boundary Motorsports","boundarymotorsports","boundarymotorsports.com",0,"false","UA-109667713-34","","","260-959-9662","Yes","1541086049262686","Yes","",""
"24","602e2183c2954e001e38c25e","Auto Canada",0,"602e21a3c2954e001e38c2aa","51636854","Bridges GM","bridgesgm","bridgesgm.com",0,"false","UA-81637209-28","","","","","1745099419056182","Yes","",""
"435","602e2778c2954e001e38d05a","Linnihan Foy",0,"61434ec9dd30fec4d7ca9718","51636846","Volvo Cars Cool Springs","darrellwaltripvolvocom","volvocarscoolsprings.com",1,"","","","","601-692-4484","Yes","276586150542893","Yes","",""
"310","602e2a58c2954e001e38d6b3","Hallman",1,"61434f41dd30fec4d7ca99de","51636845","Hallman Cadillac","hallmancadillaccom","hallmancadillac.com",1,"","","","","205-401-9397","Yes","299490128360573","Yes","",""
"59","602e2183c2954e001e38c25e","Auto Canada",0,"602e2449c2954e001e38c90a","51636843","Mann Northway","mannnorthway","mannnorthway.ca",1,"false","UA-118985773-30","","","","","1735459566686834","Yes","",""
"308","61434f1cdd30fec4d7ca98bd","Habberstad Auto Group",0,"61434f22dd30fec4d7ca98d1","51636840","Habberstad BMW of Huntington","habberstadbmwofhuntingtoncom","habberstadbmwofhuntington.com",1,"","","","","","","205711904411340","Yes","",""
"26","602e2183c2954e001e38c25e","Auto Canada",0,"602e240ac2954e001e38c87d","51636835","Island GM","islandgm","islandgm.com",0,"false","UA-40179181-1","","","641-326-8912","Yes","1737102043189253","Yes","",""
"525","602e268bc2954e001e38ce50","Move Metal Agency",0,"602e2b54c2954e001e38d8c9","51633329","Coventry North Jaguar","coventrynorthjaguarcom","coventrynorthjaguar.com",0,"","","","","","","","","",""
"523","602e268bc2954e001e38ce50","Move Metal Agency",0,"602e290ac2954e001e38d3cc","51633327","Dixie Ford","dixiefordcom","dixieford.com",0,"","","","","","","","","",""
"348","602e253fc2954e001e38cb5f","Jones Auto Group",0,"602e29ddc2954e001e38d59f","50996887","Jones Chrysler Dodge Jeep Ram","joneschryslerdodgejeepramcom","joneschryslerdodgejeepram.com",1,"false","UA-161444828-6","","","","","1179202672414188","Yes","",""
"345","602e253fc2954e001e38cb5f","Jones Auto Group",0,"602e2613c2954e001e38cd48","50996811","Jones Buick GMC Casa Grande","jonesbuickgmccasagrande","jonesbuickgmccasagrande.com",1,"false","UA-140422192-44","","","","","1050273588688151","Yes","",""
"341","602e2b08c2954e001e38d830","Johnson",0,"602e2b10c2954e001e38d83d","50996808","Johnson Volvo of Durham","johnsonvolvocarsdurhamcom","johnsonvolvocarsdurham.com",1,"false","UA-171699954-62","","","","","345115973568186","Yes","",""
"340","602e2b08c2954e001e38d830","Johnson",0,"602e2b15c2954e001e38d848","50996806","Johnson Hyundai of Cary","johnsonhyundaicom","johnsonhyundai.com",1,"false","UA-171699954-63","","","","","3254060971354197","Yes","",""
"339","602e2b08c2954e001e38d830","Johnson",0,"602e2b0ac2954e001e38d832","50995739","Johnson Honda of Stuart","johnsonhondaofstuartcom","johnsonhondaofstuart.com",1,"false","UA-171699954-61","","","","","635151057202764","Yes","",""
"334","602e2b57c2954e001e38d8d0","Innisfail Chrysler",0,"602e2b59c2954e001e38d8d2","50995737","Innisfail Chrysler","innisfailcdjrcom","innifailchrysler.com",1,"smediaanalytic","UA-179984697-9","230897149","Yes","","","352173162731833","Yes","",""
"240","602e245ac2954e001e38c939","Dilawri",1,"602e27b7c2954e001e38d0e7","50995736","Infiniti Gallery","infinitigallery","infinitigallery.ca",1,"","","","","","","540709492771429","Yes","",""
"582","602e28aac2954e001e38d2f1","Overland West Inc Group",1,"602e28acc2954e001e38d2f3","50995735","Hertz Ogden","hertzogdencom","hertzogden.com",1,"false","UA-154745040-38","","","","","482300846056465","Yes","",""
"538","602e234ac2954e001e38c6c3","Nelson",1,"602e2350c2954e001e38c6d0","50995733","GR Chevrolet Buick GMC Cadillac","gmcarsbynelson","gmcarsbynelson.com",1,"false","UA-111241337-40","","","362-028-9595","Yes","1595369960500961","Yes","156003423","Yes"
"292","602e2a1dc2954e001e38d633","Frank Leta",0,"602e2a1fc2954e001e38d635","50995729","Frank Leta Acura","frankletaacuracom","frankletaacura.com",1,"smediaanalytic","UA-28126328-1","224325819","Yes","","","898975987241204","Yes","",""
"289","602e241cc2954e001e38c8ac","Framemasters Gallery",0,"602e241ec2954e001e38c8ae","50995726","Framemasters Gallery","framemastersgallery","framemastersgallery.ca",0,"","","","","202-095-1221","Yes","190234931891779","Yes","",""
"283","602e23e6c2954e001e38c832","Fluid Clarification",0,"602e23e8c2954e001e38c834","50995723","Fluid Clarification","fluidclarification","fluidclarification.com",0,"","","","","696-318-3962","Yes","","","",""
"278","602e2421c2954e001e38c8b6","Farm World",0,"602e2423c2954e001e38c8b8","50995719","Farm World","farmworld","farmworld.ca",1,"false","UA-107116176-39","","","279-855-3446","Yes","985621251635828","Yes","",""
"255","602e264ac2954e001e38cdc9","ENS",1,"602e264cc2954e001e38cdcb","50983635","ENS Lexus","enslexus","enslexus.ca",1,"false","UA-141626127-10","","","","","958808247490472","Yes","",""
"254","602e26a2c2954e001e38ce83","Dueck Group",0,"602e26acc2954e001e38ce97","50957127","Dueck Richmond","dueckrichmond","dueckrichmond.com",1,"false","UA-141626127-48","","","","","483557405729183","Yes","",""
"253","602e26a2c2954e001e38ce83","Dueck Group",0,"602e26a8c2954e001e38ce8e","50957108","Dueck GM on Marine","dueckonmarine","dueckonmarine.com",1,"false","UA-141626127-50","","","","","1265980763582667","Yes","",""
"252","602e26a2c2954e001e38ce83","Dueck Group",0,"602e26a4c2954e001e38ce85","50920221","Dueck Downtown GM","dueckdowntown","dueckdowntown.com",1,"false","UA-141626127-49","","","","","2330409347207926","Yes","",""
"248","602e27c4c2954e001e38d0fc","Dothan VW",0,"602e27c6c2954e001e38d0fe","50843870","Dothan VW","dothanvw","dothanvw.com",1,"false","UA-148906878-2","","","816-764-0356","Yes","420026198917153","Yes","",""
"251","602e2aa7c2954e001e38d761","DriveNation Abbotsford",0,"602e2aa9c2954e001e38d763","50843869","DriveNation Abbotsford","drivenationabbotsfordca","drivenationabbotsford.ca",1,"smediaanalytic","UA-169324917-50","223170642","Yes","","","","","",""
"187","602e2b5cc2954e001e38d8db","ClickNition",0,"602e2bfbc2954e001e38da13","50843122","Mercedes Benz Vans-CLicknition","mbvcrockleacomau","mbvcrocklea.com.au",0,"","","","","","","","","",""
"185","602e2335c2954e001e38c695","Clark Cullen Group",0,"602e2337c2954e001e38c697","50842906","Clark Cullen Group","clarkcullengroup","clarkcullengroup.ca",1,"false","UA-107116176-15","","","249-795-4054","Yes","1541625169208774","Yes","",""
"168","602e25e3c2954e001e38ccda","Centennial Auto Group",0,"602e25d0c2954e001e38ccaa","50842406","Centennial Nissan of Summerside","centennialnissanofsummerside","centennialnissanofsummerside.com",1,"false","UA-137985131-46","","","","","467258564010653","Yes","156003559","Yes"
"160","61434981dd30fec4d7c0e8aa","Carter Auto Group",1,"61434edddd30fec4d7ca9775","50842276","Carter Cadillac bc","cartercadillacbccom","cartercadillacbc.com",1,"","","","","","","1114462715684053","Yes","",""
"162","61434edbdd30fec4d7ca9770","Carter Cadillac bc",0,"61434edddd30fec4d7ca9775","50842276","Carter Cadillac bc","cartercadillacbccom","cartercadillacbc.com",1,"","","","","","","1114462715684053","Yes","",""
"151","602e2623c2954e001e38cd6e","Carriage Auto Group",1,"5fb6c68a94138d001dfde58e","50842268","Carriage Nissan","carriagenissan","carriagenissan.com",1,"false","UA-34606978-2","","","601-996-3941","Yes","426839174566196","Yes","",""
"128","602e239ac2954e001e38c785","Budget Builders",0,"602e239cc2954e001e38c787","50830145","Budget Builders","budgetbuilders","budgetbuilders.co",0,"false","UA-52885798-1","","","556-098-4347","Yes","615521905752173","Yes","",""
"124","602e2851c2954e001e38d23f","Bruce Automotive Group",0,"602e2853c2954e001e38d241","50830144","Bruce Hyundai","brucehyundaicom","brucehyundai.com",1,"false","UA-45852742-14","","","","","1396694623845403","Yes","",""
"78","602e19b5c2954e001e378391","Bannister",1,"602e2431c2954e001e38c8d5","50830113","Browns' Chevrolet Buick GMC","brownschev","brownschev.com",1,"false","UA-118985773-29","","","416-405-1294","Yes","712640389088826","Yes","",""
"122","602e2bb3c2954e001e38d98c","Brightdrive",0,"602e2bb5c2954e001e38d98e","50830093","Brightdrive","brightdriveca","brightdrive.ca",1,"smediaanalytic","UA-179984697-79","233978563","Yes","","","","","",""
"108","602e2589c2954e001e38cc04","Blackbridge Harley Davidson",0,"602e258bc2954e001e38cc06","50762763","Blackbridge Harley Davidson","blackbridgeharley","blackbridgeharley.com",1,"smediaanalytic","UA-107855023-1","197420268","Yes","","","379030826037277","Yes","156002851","Yes"
"17","602e24f7c2954e001e38caae","Amarillo Hyundai",0,"602e24f9c2954e001e38cab0","50762677","Amarillo Hyundai","amarillohyundai","amarillohyundai.com",1,"smediaanalytic","UA-130939443-44","189606202","Yes","","","","","",""
"14","602e2b9bc2954e001e38d95a","Allways",0,"602e2b9dc2954e001e38d95c","50762482","Allways Boerne","allwaysboernecom","allwaysboerne.com",1,"false","UA-179984697-50","","","","","449861079330940","Yes","",""
"9","602e2678c2954e001e38ce2a","All American Chevrolet",0,"602e267ac2954e001e38ce2c","50762476","All American Chevrolet","aachevy","aachevy.com",1,"false","UA-141626127-23","","","","","2863018907311084","Yes","",""
"517","602e2640c2954e001e38cdb1","Morrie's",0,"61434ec5dd30fec4d7ca96ee","50651177","Brenengen Kia West Salem","brenengenkiacom","brenengenkia.com",1,"","","","","677-025-7135","Yes","893380681239108","Yes","156004154","Yes"
"84","602e19b5c2954e001e378391","Bannister",1,"61434f3cdd30fec4d7ca99c2","50650988","Bannister Cadillac Kelowna","cadillackelownacom","cadillackelowna.com",1,"","","","","593-029-4452","Yes","500790637584150","Yes","",""
"362","61434f66dd30fec4d7ca9ab1","Kia Sudbury Motors",1,"61434f68dd30fec4d7ca9ab6","50442306","Kia Sudbury Motors","kiasudburycom","kiasudbury.com",1,"","","","","","","1146848512443819","Yes","",""
"244","602e245ac2954e001e38c939","Dilawri",1,"602e29a8c2954e001e38d52c","50110503","Country Hills Volkswagen","chvwca","chvw.ca",1,"false","UA-159081726-18","","","","","961345514041156","Yes","",""
"241","602e245ac2954e001e38c939","Dilawri",1,"602e288ac2954e001e38d2b0","50110391","Calgary Honda","calgaryhondaca","calgaryhonda.ca",1,"false","UA-154745040-15","","","","","540705352771843","Yes","",""
"243","602e245ac2954e001e38c939","Dilawri",1,"602e28d6c2954e001e38d352","50110387","BMW Gallery","bmwgalleryca","bmwgallery.ca",1,"false","UA-156597236-40","","","","","540705096105202","Yes","",""
"294","602e2bfec2954e001e38da18","Freedom Marine",1,"602e2c01c2954e001e38da1a","48796873","Freedom Marine - International Yacht Sales","boatingfreedomcom","boatingfreedom.com",1,"","","","","","","","","",""
"612","602e2164c2954e001e38c217","Purchase Ford",0,"602e2166c2954e001e38c219","46259864","Purchase Ford","purchaseford","purchaseford.net",1,"smediawebmastertool","UA-91021639-12","141064931","Yes","645-420-2264","Yes","1280809005290393","Yes","",""
"580","602e24a0c2954e001e38c9df","Orange Media Group",0,"602e23f2c2954e001e38c848","45410143","Schaumburg Honda","schaumburghondaautos","schaumburghondaautos.com",1,"false","UA-6377702-29","","","","","597597727308247","Yes","",""
"569","602e24a0c2954e001e38c9df","Orange Media Group",0,"602e29eac2954e001e38d5bc","45410140","Mendota Ford","mendotafordcom","mendotaford.com",1,"false","UA-62862517-1","","","","","511725402858814","Yes","",""
"568","602e24a0c2954e001e38c9df","Orange Media Group",0,"602e294ec2954e001e38d460","45410139","Libertyville Lincoln","libertyville_lincolncom","libertyville-lincoln.com",1,"false","UA-157545294-40","","","","","305773187069826","Yes","",""
"399","602e22a4c2954e001e38c537","Lexus of Arlington",0,"602e22a6c2954e001e38c539","45410137","Lexus of Arlington","lexusofarlington","lexusofarlington.com",1,"false","UA-52347529-1","","","","","1496455570392401","Yes","",""
"288","602e2512c2954e001e38caf4","Fort Wayne Toyota",0,"602e2514c2954e001e38caf6","45410133","Fort Wayne Toyota","fortwaynetoyota","fortwaynetoyota.com",1,"false","UA-6377702-21","","","","","1205875946252457","Yes","",""
"287","602e23f5c2954e001e38c852","Fort Wayne Nissan",0,"602e23f7c2954e001e38c854","45410132","Fort Wayne Nissan","fortwaynenissan","fortwaynenissan.com",1,"false","UA-6377702-20","","","581-258-4035","Yes","1700917536672108","Yes","",""
"635","602e22a9c2954e001e38c543","Rohrman Auto Group",0,"602e2473c2954e001e38c96d","45410129","Bob Rohrman Subaru","bobrohrmansubaru","bobrohrmansubaru.com",1,"false","UA-124740625-1","","","487-227-3182","Yes","278629242986834","Yes","",""
"20","602e22b9c2954e001e38c567","Arlington Acura",0,"602e22bbc2954e001e38c569","45410124","Arlington Acura","arlingtonacura","arlingtonacura.com",1,"false","UA-6377702-1","","","","","1496594863711805","Yes","",""
"430","602e2778c2954e001e38d05a","Linnihan Foy",0,"602e2982c2954e001e38d4d6","45410123","Carlock Motorcars","carlockmccom","carlockmc.com",0,"false","UA-146088203-2","","","","","223030118742497","Yes","",""
"432","602e2778c2954e001e38d05a","Linnihan Foy",0,"602e2ae6c2954e001e38d7e3","45410119","Hello Mazda of Valencia","hellomazdavalenciacom","hellomazdavalencia.com",0,"false","UA-171699954-34","","","","","618715309022542","Yes","",""
"428","602e2778c2954e001e38d05a","Linnihan Foy",0,"602e2865c2954e001e38d266","45410118","Kia of Valencia","kiaofvalenciacom","kiaofvalencia.com",1,"false","UA-151218577-36","","","","","647748612511226","Yes","",""
"557","602e2af2c2954e001e38d7ff","North Point Auto Sales",0,"602e2af4c2954e001e38d801","45296287","North Point Auto Sales","northpointautosalesca","northpointautosales.ca",1,"smediaanalytic","UA-171699954-86","229813492","Yes","","","345726413337180","Yes","",""
"336","602e2798c2954e001e38d0a3","Jacksons of Enid",0,"602e279ac2954e001e38d0a5","43091868","Jacksons of Enid","jacksonchryslerdodgejeep","jacksonchryslerdodgejeep.com",1,"smediaanalytic","UA-146366686-34","202161990","Yes","","","707175433117370","Yes","",""
"163","602e2a62c2954e001e38d6ca","Carz And Vanz -Tauranga",0,"602e2a64c2954e001e38d6cc","43091438","Carz And Vanz -Tauranga","carznvanzconz","carznvanz.co.nz",1,"false","UA-167380325-44","","","","","1995614097249783","Yes","",""
"69","602e2b2dc2954e001e38d878","AutoDream - New Zealand",0,"602e2b2fc2954e001e38d87a","43091373","AutoDream - New Zealand","autodreamconz","autodream.co.nz",1,"smediaanalytic","UA-171699954-84","229780808","Yes","","","358730645253290","Yes","",""
